rebalanced_slabs,n_rebalanced_slabs,miss_ratio,throughput,n_alloc_failures,trace_name,number_of_requests,wsr,slab_size,slab_cnt,rebalance_strategy,allocator,tag,monitor_interval,uuid,qps,wss,number_of_objects,file_name,memory_requirement,compulsory_miss_ratio_byte,max_req_size,max_obj_size,trace_file,time_span,purpose,min_req_size,number_of_req_GiB,cpu_requirement,download_path,category,compulsory_miss_ratio_req,number_of_obj_GiB,num_slab_classes,frequency_mean,min_obj_size,poolRebalanceIntervalSec,lru2qColdPct,thresholdMI,mhMovingAverageParam,mhMinDiff,rebalanceOnRecordAccess,countColdTailHitsOnly,rebalanceStrategy,rebalanceDiffRatio,lruRefreshSec,allocFactor,mhOnlyUpdateHitIfRebalance,minRequestsObserved,thresholdAI,minAllocSize,maxAllocSize,lamaMinThreshold,cacheSizeMB,lru2qHotPct,maxDecayInterval,mhMinDiffRatio,poolResizeIntervalSec,emrHigh,emrLow,moveOnSlabRelease,thresholdAD,thresholdMD,enableLookaside,onlySetIfMiss,replayGeneratorConfig,generator,numThreads,zstdTrace,repeatTraceReplay,compressed,numOps,ignoreLargeReq,repeatOpCount,timestampFactor,traceFileName,useTraceTimer,prepopulateCache,base_dir,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
1089,580,0.021787920876812635,73845.53106081874,45152,twitter_cluster33,6705048996,0.1,1,275,lama,LRU2Q,,1000000,twitter_cluster33-1a8f4bef8afc29ea9196edf86bfe31e3,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,30.0,,,,True,True,lama,,0,1.25,,,,72,1048576,1e-05,277,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.04850709311654969,0.05476896190006603,
5872,5872,0.0075163596910425914,693418.7332349673,2,twitter_cluster33,6705048996,0.1,1,275,eviction-rate,LRU2Q,,50000,twitter_cluster33-7edef1ba295fad403c1fb7a7037ad0bc,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,30.0,,,,True,True,eviction-rate,0.1,0,1.25,,,,72,1048576,,277,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.06277865430231974,0.06904052308583608,
2,2,0.07029895087734568,740705.7287504628,2,twitter_cluster33,6705048996,0.1,1,275,free-mem,LRU2Q,,50000,twitter_cluster33-c66da652f2a4418d6a80e3364e51247e,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,30.0,,,,True,True,free-mem,,0,1.25,,,,72,1048576,,277,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,-3.936883983354789e-06,0.006257931899532984,
324,324,0.008815646542666965,752299.7101629484,2,twitter_cluster33,6705048996,0.1,1,275,tail-age,LRU2Q,,50000,twitter_cluster33-692d52a751229bc2b0e847446c4217b0,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,30.0,,,,True,True,tail-age,0.25,0,1.25,,,,72,1048576,,277,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.06147936745069536,0.0677412362342117,
371,371,0.006576133750298399,792149.6249171691,2,twitter_cluster33,6705048996,0.1,1,275,hits,LRU2Q,,50000,twitter_cluster33-88b2eeec9725260b2e740aec061b97f9,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,30.0,,,,True,True,hits,0.1,0,1.25,,,,72,1048576,,277,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.06371888024306392,0.06998074902658026,
0,0,0.07029501399336233,802614.6329962662,78,twitter_cluster33,6705048996,0.1,1,275,disabled,LRU2Q,,50000,twitter_cluster33-b738775a6f00b984c1fa23382dc524a5,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,30.0,,,,True,True,disabled,,0,1.25,,,,72,1048576,,277,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.0,0.006261868783516339,
456,456,0.006578538505283728,1087412.6062527464,2,twitter_cluster33,6705048996,0.1,1,275,marginal-hits-tuned,LRU2Q,cold,50000,twitter_cluster33-0ec83c667b948f209640d15a48136c13,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,30.0,False,0.3,2.0,True,True,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,277,30.0,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.0637164754880786,0.06997834427159494,0.0067738003148217416
117689,117689,0.01335233882010547,791654.5163076044,2,twitter_cluster33,6705048996,0.1,1,275,marginal-hits,LRU2Q,cold,50000,twitter_cluster33-c9105cd943dd18d9da1f3d3ec4486aa1,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,30.0,,0.3,,True,True,marginal-hits-old,,0,1.25,,,,72,1048576,,277,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.05694267517325686,0.06320454395677319,
355,355,0.016927899716722667,846909.2821901456,2,twitter_cluster33,6705048996,0.1,1,275,marginal-hits-tuned,TINYLFU,,50000,twitter_cluster33-9b71e651793cd9f2f62c27199e9ec5cd,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,,False,0.3,2.0,,,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,277,,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.05921297566011105,0.059628983060156,-0.004532287537067836
115403,115403,0.012395612179654831,684889.3870892519,2,twitter_cluster33,6705048996,0.1,1,275,marginal-hits,TINYLFU,,50000,twitter_cluster33-3f294ccb8a64f4a3766e3b14649c8453,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,,,0.3,,,,marginal-hits-old,,0,1.25,,,,72,1048576,,277,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.06374526319717888,0.06416127059722383,
1089,580,0.022917629101841093,76133.6594158942,45152,twitter_cluster33,6705048996,0.1,1,275,lama,TINYLFU,,1000000,twitter_cluster33-79741e063ff2c9ea25578065bafa9593,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,,,,,,,lama,,0,1.25,,,,72,1048576,1e-05,277,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.05322324627499262,0.05363925367503757,
6285,6285,0.007537180567979253,751248.7624679962,2,twitter_cluster33,6705048996,0.1,1,275,eviction-rate,TINYLFU,,50000,twitter_cluster33-93e90a1cf99aee33af2cb74ba5fff564,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,,,,,,,eviction-rate,0.1,0,1.25,,,,72,1048576,,277,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.06860369480885446,0.06901970220889941,
2,2,0.07614406058845748,639621.804844654,2,twitter_cluster33,6705048996,0.1,1,275,free-mem,TINYLFU,,50000,twitter_cluster33-4dca142d3b7954133c94f6fe59825ba2,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,,,,,,,free-mem,,0,1.25,,,,72,1048576,,277,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,-3.1852116237629513e-06,0.00041282218842118856,
4220,4220,0.008275674052956615,897219.7015463042,2,twitter_cluster33,6705048996,0.1,1,275,tail-age,TINYLFU,,50000,twitter_cluster33-0b34e267b8a63dcca350a42d9144a945,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,,,,,,,tail-age,0.25,0,1.25,,,,72,1048576,,277,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.0678652013238771,0.06828120872392204,
369,369,0.006597860362600101,646096.1129857752,2,twitter_cluster33,6705048996,0.1,1,275,hits,TINYLFU,,50000,twitter_cluster33-a7d7d58d11ab2a3df20f227336154786,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,,,,,,,hits,0.1,0,1.25,,,,72,1048576,,277,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.06954301501423361,0.06995902241427857,
0,0,0.07614087537683371,639488.209095474,78,twitter_cluster33,6705048996,0.1,1,275,disabled,TINYLFU,,50000,twitter_cluster33-42c3cf2499f40202ddfe372302b30197,10817.0203,2.67816188493371,19082909,twr/cluster33.oracleGeneral.zst,415.5,0.0029,137518,137570,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,619861,efficiency,13,601.6886,2.5,twitter/cluster33.oracleGeneral.zst,twitter-kv,0.0028,1.754,43,351.3641,65,1,,,,,,,disabled,,0,1.25,,,,72,1048576,,277,,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,6705048996,True,True,1,/mntData2/data/oracleReuse/twr/cluster33.oracleGeneral.zst,True,True,work_dir_twitter,0.0,0.0004160074000449515,
5867,2109,0.17006176781108306,29082.37700782298,8528476,twitter_cluster34,2147047915,0.1,1,333,lama,LRU,,1000000,twitter_cluster34-63b18fca941de905fbdb30fcedb43bfe,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,0.0,,,,True,,lama,,0,1.25,,,,72,1048576,1e-05,336,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.25807110364372093,0.25807110364372093,
6118,6118,0.2428420266531406,554093.5012286585,0,twitter_cluster34,2147047915,0.1,1,333,eviction-rate,LRU,,50000,twitter_cluster34-7c0c7e1291241d324cbbd98f443a2b6a,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,0.0,,,,True,,eviction-rate,0.1,0,1.25,,,,72,1048576,,336,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.18529084480166338,0.18529084480166338,
0,0,0.428132871454804,700932.6285612179,0,twitter_cluster34,2147047915,0.1,1,333,free-mem,LRU,,50000,twitter_cluster34-c6be6fda5b93173db97d956df1715ccb,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,0.0,,,,True,,free-mem,,0,1.25,,,,72,1048576,,336,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.0,0.0,
8756,8756,0.32243237105400135,488750.77117756597,0,twitter_cluster34,2147047915,0.1,1,333,tail-age,LRU,,50000,twitter_cluster34-f98c01b51c9ac71355f36d59f936166b,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,0.0,,,,True,,tail-age,0.25,0,1.25,,,,72,1048576,,336,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.10570050040080264,0.10570050040080264,
842,842,0.25145507150919827,575088.724597944,0,twitter_cluster34,2147047915,0.1,1,333,hits,LRU,,50000,twitter_cluster34-ae4e3e50b5cb020ef119c98e158819b2,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,0.0,,,,True,,hits,0.1,0,1.25,,,,72,1048576,,336,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.17667779994560573,0.17667779994560573,
0,0,0.428132871454804,580004.6680095373,0,twitter_cluster34,2147047915,0.1,1,333,disabled,LRU,,50000,twitter_cluster34-e870efd309876227c0b69fb61701398f,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,0.0,,,,True,,disabled,,0,1.25,,,,72,1048576,,336,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.0,0.0,
848,848,0.1880616138927668,613396.2351276265,0,twitter_cluster34,2147047915,0.1,1,333,marginal-hits-tuned,LRU,,50000,twitter_cluster34-381dd66aeec3b7624c943fcc1176b174,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,0.0,False,0.3,2.0,True,,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,336,100.0,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.2400712575620372,0.2400712575620372,0.01823768474212184
42693,42693,0.20629929863488863,563422.6148257372,0,twitter_cluster34,2147047915,0.1,1,333,marginal-hits,LRU,,50000,twitter_cluster34-3e75a886683779cd4b9cf35db67e59db,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,0.0,,0.3,,True,,marginal-hits-old,,0,1.25,,,,72,1048576,,336,100.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.22183357281991536,0.22183357281991536,
5867,2109,0.16572407840278683,32626.613320592267,8528476,twitter_cluster34,2147047915,0.1,1,333,lama,LRU2Q,,1000000,twitter_cluster34-08c0449064d4b30ddb84707719082cac,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,30.0,,,,True,True,lama,,0,1.25,,,,72,1048576,1e-05,336,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.21246541999040577,0.26240879305201714,
1554,1554,0.23227664483677812,596227.1562033305,0,twitter_cluster34,2147047915,0.1,1,333,eviction-rate,LRU2Q,,50000,twitter_cluster34-dbc26edb96cdde65f8fd0583223d1c33,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,30.0,,,,True,True,eviction-rate,0.1,0,1.25,,,,72,1048576,,336,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.14591285355641448,0.19585622661802587,
0,0,0.3781894983931926,443512.51031836355,0,twitter_cluster34,2147047915,0.1,1,333,free-mem,LRU2Q,,50000,twitter_cluster34-b66d069ab9d29ad814789e91d0716aea,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,30.0,,,,True,True,free-mem,,0,1.25,,,,72,1048576,,336,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.0,0.049943373061611396,
3941,3941,0.32019086402177477,534315.3438988972,0,twitter_cluster34,2147047915,0.1,1,333,tail-age,LRU2Q,,50000,twitter_cluster34-760e49cf6ecbcda92691c3806b85661b,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,30.0,,,,True,True,tail-age,0.25,0,1.25,,,,72,1048576,,336,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.057998634371417834,0.10794200743302923,
427,427,0.2032732432056599,456275.3128838229,0,twitter_cluster34,2147047915,0.1,1,333,hits,LRU2Q,,50000,twitter_cluster34-72052d84ce58c3a83ad06e62e76d90c8,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,30.0,,,,True,True,hits,0.1,0,1.25,,,,72,1048576,,336,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.1749162551875327,0.2248596282491441,
0,0,0.3781894983931926,610882.3594813286,0,twitter_cluster34,2147047915,0.1,1,333,disabled,LRU2Q,,50000,twitter_cluster34-a0dc19987438a7cfd13b8f7ca71d53f2,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,30.0,,,,True,True,disabled,,0,1.25,,,,72,1048576,,336,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.0,0.049943373061611396,
1172,1172,0.1840591834206923,549930.1823483505,0,twitter_cluster34,2147047915,0.1,1,333,marginal-hits-tuned,LRU2Q,cold,50000,twitter_cluster34-9354eed35af0b501385f4c6317ddbf1f,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,30.0,False,0.3,2.0,True,True,marginal-hits-new,,0,1.25,True,50000.0,True,72,1048576,,336,30.0,50000.0,0.0,0,0.95,0.5,False,False,True,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.1941303149725003,0.2440736880341117,0.030045014621855798
38256,38256,0.2141041980425481,567171.6390512943,0,twitter_cluster34,2147047915,0.1,1,333,marginal-hits,LRU2Q,cold,50000,twitter_cluster34-617114991ea45f207af5bdcdd6b11c3c,3427.6481,3.2460663128614424,14255292,twr/cluster34.oracleGeneral.zst,504.0,0.0093,453311,453363,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,626391,efficiency,8,274.9405,2.5,twitter/cluster34.oracleGeneral.zst,twitter-kv,0.0066,2.5557,43,150.6141,60,1,30.0,,0.3,,True,True,marginal-hits-old,,0,1.25,,,,72,1048576,,336,30.0,,,0,,,False,,,True,False,{'ampFactor': 1},oracle-general-replay,1,True,False,True,2147047915,True,True,1,/mntData2/data/oracleReuse/twr/cluster34.oracleGeneral.zst,True,True,work_dir_twitter,0.1640853003506445,0.2140286734122559,
